SUDT ACCESSPORT LOG FILE - Monitor mode

监控: COM9 COM10
创建时间: 2026-04-04, 22:25:33
计算机名: 黑妹
系统版本:  (Build 9200)

#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( Hex )	

185	22:22:30.826	0.00000670	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
186	22:22:30.826	0.00002720	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
187	22:22:30.826	0.00000170	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
188	22:22:30.826	0.00000090	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
189	22:22:30.826	1.99964910	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
190	22:22:30.826	0.00000150	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
191	22:22:30.826	0.00001600	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
192	22:22:30.827	2.99692050	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
193	22:22:30.887	0.00000790	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
194	22:22:30.988	0.00004180	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
195	22:22:31.093	0.00000790	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
196	22:22:31.093	0.00000130	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
197	22:22:33.082	0.00025210	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
198	22:22:33.824	0.00001770	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
199	22:22:33.824	0.00009220	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
200	22:22:33.824	0.00000000	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10			
201	22:22:33.824	0.00000210	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
202	22:22:33.824	2.00079880	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
203	22:22:33.826	0.00000390	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
204	22:22:33.826	0.00000240	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
205	22:22:33.826	2.25311950	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
206	22:22:33.888	0.00001650	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
207	22:22:33.991	0.00002670	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
208	22:22:34.093	0.00000800	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
209	22:22:34.093	0.00000130	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
210	22:22:36.078	0.00002110	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
211	22:22:36.078	0.00000160	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
212	22:22:36.078	0.00003430	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
213	22:22:36.079	0.00000980	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
214	22:22:36.079	0.00001380	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
215	22:22:36.079	0.00000480	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
216	22:22:36.079	0.00000230	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
217	22:22:36.079	2.00074120	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
218	22:22:36.079	2.74308340	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
219	22:22:36.136	0.00002500	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
220	22:22:36.236	0.00003740	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
221	22:22:36.337	0.00007910	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
222	22:22:36.337	0.00000300	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
223	22:22:38.331	0.00002510	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
224	22:22:38.823	0.00011370	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
225	22:22:38.823	0.00005190	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
226	22:22:38.824	0.00000410	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
227	22:22:38.824	0.00000280	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
228	22:22:38.824	0.00000270	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
229	22:22:38.824	0.00000200	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
230	22:22:38.824	1.99991450	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
231	22:22:38.824	3.00309500	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
232	22:22:38.887	0.00000640	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
233	22:22:38.987	0.00003950	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
234	22:22:39.088	0.00001380	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
235	22:22:39.088	0.00000250	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
236	22:22:41.076	0.00001930	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
237	22:22:41.827	0.00001950	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
238	22:22:41.827	0.00005660	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
239	22:22:41.827	0.00000460	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
240	22:22:41.827	0.00000270	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
241	22:22:41.827	2.00015240	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
242	22:22:41.827	0.00000500	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
243	22:22:41.827	0.00000000	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9			
244	22:22:41.831	2.99678090	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
245	22:22:41.886	0.00001110	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
246	22:22:41.987	0.00002740	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
247	22:22:42.088	0.00001100	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
248	22:22:42.088	0.00000260	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
249	22:22:44.078	0.00002660	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
250	22:22:44.828	0.00047060	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
251	22:22:44.828	0.00006410	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
252	22:22:44.828	0.00000140	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
253	22:22:44.828	0.00000060	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
254	22:22:44.828	1.99926220	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
255	22:22:44.835	0.00001950	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
256	22:22:44.838	0.00000500	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
257	22:22:44.839	2.98827620	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
258	22:22:44.903	0.00001620	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
259	22:22:45.004	0.00003850	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
260	22:22:45.105	0.00000870	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
261	22:22:45.105	0.00000130	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
262	22:22:47.080	0.00002960	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
263	22:22:47.827	0.00001650	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
264	22:22:47.827	0.00005530	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
265	22:22:47.827	0.00000320	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
266	22:22:47.827	0.00000360	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
267	22:22:47.827	0.00000900	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
268	22:22:47.827	1.99962870	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
269	22:22:47.828	0.00000610	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
270	22:22:47.828	2.24960390	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
271	22:22:47.885	0.00001390	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
272	22:22:47.985	0.00001230	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
273	22:22:48.086	0.00001820	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
274	22:22:48.086	0.00000220	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
275	22:22:50.079	0.00050930	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
276	22:22:50.079	0.00000290	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
277	22:22:50.079	0.00003390	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
278	22:22:50.079	0.00000410	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
279	22:22:50.079	0.00000190	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
280	22:22:50.079	2.00014490	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
281	22:22:50.079	0.00000250	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
282	22:22:50.080	0.00000430	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
283	22:22:50.080	2.74563370	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
284	22:22:50.137	0.00002430	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
285	22:22:50.239	0.00002750	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
286	22:22:50.339	0.00001140	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
287	22:22:50.339	0.00000210	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
288	22:22:52.331	0.00000770	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
289	22:22:52.827	0.00001040	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
290	22:22:52.827	0.00004620	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
291	22:22:52.827	0.00000160	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
292	22:22:52.827	0.00012690	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
293	22:22:52.827	0.00000120	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
294	22:22:52.827	2.00018440	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
295	22:22:52.827	0.00000160	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
296	22:22:52.828	2.99796880	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
297	22:22:52.887	0.00000980	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
298	22:22:52.987	0.00003710	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
299	22:22:53.088	0.00002380	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
300	22:22:53.088	0.00000280	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
301	22:22:55.078	0.00000950	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
302	22:22:55.826	0.00002410	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
303	22:22:55.826	0.00003590	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
304	22:22:55.826	0.00000400	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
305	22:22:55.826	0.00000230	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
306	22:22:55.826	2.00029270	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
307	22:22:55.826	0.00000500	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
308	22:22:55.828	0.00000970	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
309	22:22:55.831	2.24979750	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
310	22:22:55.886	0.00001830	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
311	22:22:55.986	0.00001250	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
312	22:22:56.088	0.00000840	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
313	22:22:56.088	0.00000150	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
314	22:22:58.080	0.00000690	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
315	22:22:58.080	0.00001400	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
316	22:22:58.080	0.00002230	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
317	22:22:58.080	0.00000110	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
318	22:22:58.080	0.00000150	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
319	22:22:58.080	0.00000130	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
320	22:22:58.080	0.00000080	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
321	22:22:58.080	1.99997090	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
322	22:22:58.081	2.74485680	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
323	22:22:58.136	0.00002160	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
324	22:22:58.237	0.00003280	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
325	22:22:58.337	0.00001230	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
326	22:22:58.337	0.00000240	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
327	22:23:00.331	0.00001420	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
328	22:23:00.826	0.00001380	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
329	22:23:00.826	0.00002250	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
330	22:23:00.826	0.00000570	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
331	22:23:00.826	0.00000180	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
332	22:23:00.826	2.00079280	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
333	22:23:00.826	0.00002960	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
334	22:23:00.827	0.00000440	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
335	22:23:00.828	2.25094330	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
336	22:23:00.889	0.00001100	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
337	22:23:00.990	0.00002900	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
338	22:23:01.091	0.00002370	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
339	22:23:01.091	0.00000340	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
340	22:23:03.079	0.00001340	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
341	22:23:03.079	0.00000100	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
342	22:23:03.079	0.00003580	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
343	22:23:03.079	0.00000220	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
344	22:23:03.079	0.00000090	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
345	22:23:03.079	1.99986410	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
346	22:23:03.079	0.00000170	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
347	22:23:03.079	0.00000400	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
348	22:23:03.080	2.74230330	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
349	22:23:03.135	0.00001240	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
350	22:23:03.237	0.00001930	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
351	22:23:03.337	0.00001910	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
352	22:23:03.337	0.00000570	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
353	22:23:05.330	0.00001440	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
354	22:23:05.822	0.00000870	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
355	22:23:05.822	0.00001490	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
356	22:23:05.822	0.00000160	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
357	22:23:05.822	0.00000110	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
358	22:23:05.822	1.99952350	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
359	22:23:05.822	0.00000180	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
360	22:23:05.823	0.00000360	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
361	22:23:05.824	2.24837000	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
362	22:23:05.886	0.00000800	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
363	22:23:05.987	0.00002170	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
364	22:23:06.088	0.00002380	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
365	22:23:06.088	0.00000330	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
366	22:23:08.073	0.00001780	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
367	22:23:08.073	0.00000120	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
368	22:23:08.073	0.00006710	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
369	22:23:08.073	0.00000320	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
370	22:23:08.073	0.00000140	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
371	22:23:08.073	2.00063410	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
372	22:23:08.073	0.00000280	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
373	22:23:08.073	0.00000580	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
374	22:23:08.075	2.75182440	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
375	22:23:08.135	0.00001010	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
376	22:23:08.236	0.00002400	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
377	22:23:08.337	0.00001180	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
