SUDT ACCESSPORT LOG FILE - Monitor mode

监控: COM9 COM10
创建时间: 2026-04-04, 22:25:33
计算机名: 黑妹
系统版本:  (Build 9200)

#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( Hex )	

571	22:23:48.988	0.00053700	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
572	22:23:49.089	0.00001260	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
573	22:23:49.089	0.00000220	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
574	22:23:51.078	0.00001560	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
575	22:23:51.078	0.00000160	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
576	22:23:51.078	0.00003230	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
577	22:23:51.078	0.00000310	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
578	22:23:51.078	0.00000970	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
579	22:23:51.080	0.00000900	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
580	22:23:51.080	0.00000310	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
581	22:23:51.080	2.00062010	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
582	22:23:51.082	2.74598240	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
583	22:23:51.137	0.00001470	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
584	22:23:51.238	0.00002110	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
585	22:23:51.340	0.00001570	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
586	22:23:51.340	0.00000340	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
587	22:23:53.332	0.00000870	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
588	22:23:53.828	0.00001770	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
589	22:23:53.828	0.00004890	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
590	22:23:53.828	0.00000280	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
591	22:23:53.828	0.00000160	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
592	22:23:53.828	2.00155420	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
593	22:23:53.828	0.00000290	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
594	22:23:53.829	0.00000940	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
595	22:23:53.832	2.99121770	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
596	22:23:53.885	0.00002340	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
597	22:23:53.987	0.00003650	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
598	22:23:54.087	0.00002290	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
599	22:23:54.087	0.00000310	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
600	22:23:56.081	0.00001640	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
601	22:23:56.823	0.00002250	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
602	22:23:56.823	0.00006950	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
603	22:23:56.823	0.00000450	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
604	22:23:56.823	0.00000270	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
605	22:23:56.823	2.00009260	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
606	22:23:56.824	0.00000500	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
607	22:23:56.824	0.00000810	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
608	22:23:56.826	2.24777850	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
609	22:23:56.886	0.00002260	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
610	22:23:56.987	0.00003350	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
611	22:23:57.089	0.00000730	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
612	22:23:57.089	0.00000120	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
613	22:23:59.074	0.00001400	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
614	22:23:59.074	0.00000130	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
615	22:23:59.074	0.00002440	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
616	22:23:59.074	0.00000420	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
617	22:23:59.074	0.00000220	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
618	22:23:59.074	0.00000750	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
619	22:23:59.074	2.00046680	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
620	22:23:59.074	0.00000340	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
621	22:23:59.075	2.74790830	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
622	22:23:59.135	0.00002760	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
623	22:23:59.235	0.00004090	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
624	22:23:59.336	0.00001560	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
625	22:23:59.336	0.00000180	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
626	22:24:01.325	0.00000830	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
627	22:24:01.823	0.00002640	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
628	22:24:01.823	0.00007160	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
629	22:24:01.823	0.00000560	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
630	22:24:01.823	0.00000280	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
631	22:24:01.823	1.99993220	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
632	22:24:01.823	0.00000320	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
633	22:24:01.824	0.00000710	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
634	22:24:01.825	2.24850780	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
635	22:24:01.886	0.00001150	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
636	22:24:01.987	0.00003630	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
637	22:24:02.088	0.00003050	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
638	22:24:02.088	0.00000220	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
639	22:24:04.074	0.00001670	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
640	22:24:04.074	0.00000150	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
641	22:24:04.074	0.00003150	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
642	22:24:04.074	0.00000450	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
643	22:24:04.074	0.00000230	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
644	22:24:04.074	2.00018060	ModSim32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
645	22:24:04.074	0.00001620	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
646	22:24:04.074	0.00000780	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
647	22:24:04.075	2.74768060	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
648	22:24:04.135	0.00002590	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
649	22:24:04.236	0.00015610	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
650	22:24:04.337	0.00001140	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
651	22:24:04.337	0.00000150	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
652	22:24:06.325	0.00001650	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
653	22:24:06.822	0.00001740	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
654	22:24:06.822	0.00006610	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
655	22:24:06.822	0.00000410	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
656	22:24:06.822	0.00000240	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
657	22:24:06.822	1.99980230	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
658	22:24:06.823	0.00000450	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
659	22:24:06.824	0.00000900	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
660	22:24:06.826	2.24705220	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
661	22:24:06.885	0.00001560	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
662	22:24:06.986	0.00003790	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
663	22:24:07.087	0.00002840	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
664	22:24:07.087	0.00000180	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
665	22:24:09.074	0.00001540	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
666	22:24:09.074	0.00000080	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
667	22:24:09.074	0.00001740	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
668	22:24:09.074	0.00000330	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
669	22:24:09.074	0.00000120	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
670	22:24:09.074	0.00000330	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
671	22:24:09.074	1.99999700	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
672	22:24:09.074	0.00000400	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
673	22:24:09.074	2.75793100	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
674	22:24:09.139	0.00002800	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
675	22:24:09.241	0.00002740	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
676	22:24:09.343	0.00000710	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
677	22:24:09.343	0.00000110	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
678	22:24:11.326	0.00001640	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
679	22:24:11.832	0.00007790	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
680	22:24:11.832	0.00003060	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
681	22:24:11.832	0.00000170	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
682	22:24:11.832	0.00000200	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
683	22:24:11.832	0.00000110	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
684	22:24:11.832	1.99993730	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
685	22:24:11.834	0.00000340	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
686	22:24:11.834	2.98793280	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
687	22:24:11.887	0.00000840	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
688	22:24:11.988	0.00002790	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
689	22:24:12.089	0.00014450	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
690	22:24:12.089	0.00000670	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
691	22:24:14.084	0.00002160	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
692	22:24:14.822	0.00001610	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
693	22:24:14.822	0.00006340	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
694	22:24:14.822	0.00003020	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
695	22:24:14.822	0.00001810	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
696	22:24:14.822	1.99943340	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
697	22:24:14.823	0.00000310	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
698	22:24:14.823	0.00000940	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
699	22:24:14.825	2.24813400	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
700	22:24:14.884	0.00002390	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
701	22:24:14.985	0.00002520	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
702	22:24:15.086	0.00002740	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
703	22:24:15.086	0.00000320	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
704	22:24:17.073	0.00002900	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
705	22:24:17.073	0.00000200	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
706	22:24:17.073	0.00007000	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
707	22:24:17.073	0.00005210	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
708	22:24:17.073	0.00000300	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
709	22:24:17.073	2.00003350	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
710	22:24:17.073	0.00000600	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
711	22:24:17.074	0.00000790	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
712	22:24:17.076	2.74655390	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
713	22:24:17.138	0.00001890	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
714	22:24:17.242	0.00003150	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
715	22:24:17.343	0.00000870	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
716	22:24:17.343	0.00000180	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
717	22:24:19.324	0.00001340	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
718	22:24:19.823	0.00002310	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
719	22:24:19.823	0.00004390	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
720	22:24:19.823	0.00000450	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
721	22:24:19.823	0.00000280	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
722	22:24:19.823	1.99948280	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
723	22:24:19.824	0.00000620	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
724	22:24:19.824	0.00001030	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
725	22:24:19.828	2.24623240	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
726	22:24:19.886	0.00004100	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
727	22:24:19.988	0.00003190	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
728	22:24:20.089	0.00001870	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
729	22:24:20.089	0.00000250	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
730	22:24:22.074	0.00001640	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
731	22:24:22.074	0.00000120	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
732	22:24:22.074	0.00004650	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
733	22:24:22.074	0.00000170	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
734	22:24:22.074	0.00007650	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
735	22:24:22.074	0.00008540	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
736	22:24:22.074	0.00000140	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
737	22:24:22.075	2.00037190	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
738	22:24:22.076	2.75385230	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
739	22:24:22.136	0.00000730	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
740	22:24:22.237	0.00003820	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
741	22:24:22.339	0.00002320	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
742	22:24:22.339	0.00000210	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
743	22:24:24.326	0.00001910	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
744	22:24:24.828	0.00002030	ModScan32.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM10	SUCCESS	Mask: TXEMPTY	
745	22:24:24.829	0.00004740	ModScan32.exe	IRP_MJ_WRITE                        	COM10	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
746	22:24:24.829	0.00000550	ModScan32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM10	SUCCESS		
747	22:24:24.829	0.00000270	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
748	22:24:24.829	2.00086350	ModScan32.exe	IRP_MJ_READ                         	COM10	TIMEOUT	Length: 5, Data: 01 83 02 C0 F1 	
749	22:24:24.829	0.00000360	ModSim32.exe	IRP_MJ_READ                         	COM9	SUCCESS	Length: 8, Data: 01 03 00 00 00 64 44 21 	
750	22:24:24.831	0.00001050	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9	SUCCESS		
751	22:24:24.832	0.00000000	ModSim32.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM9			
752	22:24:24.887	0.00010620	ModSim32.exe	IOCTL_SERIAL_SET_RTS                	COM9	SUCCESS		
753	22:24:24.988	0.00004050	ModSim32.exe	IRP_MJ_WRITE                        	COM9	SUCCESS	Length: 5, Data: 01 83 02 C0 F1 	
754	22:24:25.088	0.00000660	ModSim32.exe	IOCTL_SERIAL_CLR_RTS                	COM9	SUCCESS		
755	22:24:25.088	0.00000130	ModSim32.exe	IOCTL_SERIAL_PURGE                  	COM9	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
756	22:24:27.082	0.00001910	ModScan32.exe	IOCTL_SERIAL_PURGE                  	COM10	SUCCESS	Purge: TXABORT RXABORT TXCLEAR RXCLEAR	
